,Año,Mes,Periodo,fecha_int,Curso Lectivo,altitud,tmed,tmin,tmax,presMax,presMin,ccaa_iso_AN,ccaa_iso_AR,ccaa_iso_AS,ccaa_iso_CB,ccaa_iso_CE,ccaa_iso_CL,ccaa_iso_CM,ccaa_iso_CN,ccaa_iso_CT,ccaa_iso_EX,ccaa_iso_GA,ccaa_iso_IB,ccaa_iso_MC,ccaa_iso_MD,ccaa_iso_ML,ccaa_iso_NC,ccaa_iso_PV,ccaa_iso_RI,ccaa_iso_VC,Estacion_Invierno,Estacion_Otoño,Estacion_Primavera,Estacion_Verano,Trimestre_T1,Trimestre_T2,Trimestre_T3,Trimestre_T4,num_casos
90,2020,6,202002,18062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25
91,2020,6,202002,19062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9
92,2020,6,202002,20062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15
93,2020,6,202002,21062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11
94,2020,6,202002,22062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17
95,2020,6,202002,23062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13
96,2020,6,202002,24062020,1,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,96
97,2020,6,202002,25062020,0,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24
98,2020,6,202002,26062020,0,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20
99,2020,6,202002,27062020,0,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16
100,2020,6,202002,28062020,0,434.75,17.49618702255768,11.298121595773821,23.69567670321406,969.6185841417064,965.604942415707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25
