,Año,Mes,fecha_x,Periodo,fecha_int,Curso Lectivo,altitud,tmed,tmin,tmax,presMax,presMin,ccaa_iso,Estacion,Trimestre,num_casos
9684,2022,08,2022-08-23,202203,23082022,0,362.75,20.9375,14.4,27.45,980.9375,976.95,GA,Verano,T3,0
9686,2022,08,2022-08-24,202203,24082022,0,362.75,21.2875,13.8625,28.7125,977.1625,971.9375,GA,Verano,T3,0
9688,2022,08,2022-08-25,202203,25082022,0,362.75,20.8375,14.3375,27.3625,975.1625,971.8,GA,Verano,T3,0
9690,2022,08,2022-08-26,202203,26082022,0,362.75,21.7625,16.2125,27.2875,977.275,974.5125,GA,Verano,T3,0
9692,2022,08,2022-08-27,202203,27082022,0,362.75,21.5375,16.1875,26.9,977.65,974.5,GA,Verano,T3,0
9694,2022,08,2022-08-28,202203,28082022,0,362.75,18.2625,14.15,22.400000000000002,976.275,973.525,GA,Verano,T3,0
9696,2022,08,2022-08-29,202203,29082022,0,362.75,17.9375,13.8875,21.975,976.0,972.3249999999999,GA,Verano,T3,0
9698,2022,08,2022-08-30,202203,30082022,0,362.75,17.45,12.325,22.6125,976.3375,973.9125,GA,Verano,T3,0
9700,2022,08,2022-08-31,202203,31082022,0,362.75,18.2125,11.225,25.1875,976.4125,973.75,GA,Verano,T3,0
9702,2022,09,2022-09-01,202203,1092022,0,362.75,19.025,14.1375,23.9,975.7,972.7875,GA,Verano,T3,0
9704,2022,09,2022-09-02,202203,2092022,0,362.75,19.0125,13.2,24.825,977.45,974.7125,GA,Verano,T3,0
9706,2022,09,2022-09-03,202203,3092022,0,362.75,19.675,12.825,26.5625,978.225,975.9375,GA,Verano,T3,0
9708,2022,09,2022-09-04,202203,4092022,0,362.75,20.3625,12.975,27.7375,978.1875,974.7375,GA,Verano,T3,0
9710,2022,09,2022-09-05,202203,5092022,0,362.75,20.7,14.2125,27.1875,977.2625,975.275,GA,Verano,T3,0
9712,2022,09,2022-09-06,202203,6092022,0,362.75,21.625,15.9,27.35,976.5375,973.8,GA,Verano,T3,0
9714,2022,09,2022-09-07,202203,7092022,1,362.75,19.9125,14.35,25.5,976.6375,974.15,GA,Verano,T3,0
9716,2022,09,2022-09-08,202203,8092022,1,362.75,19.45,14.625,24.2625,977.3875,974.4375,GA,Verano,T3,0
9718,2022,09,2022-09-09,202203,9092022,1,362.75,19.4375,14.125,24.6875,978.1125,975.45,GA,Verano,T3,0
9720,2022,09,2022-09-10,202203,10092022,1,362.75,19.475,13.8875,25.0375,978.925,975.225,GA,Verano,T3,0
9722,2022,09,2022-09-11,202203,11092022,1,362.75,20.225,13.9,26.5125,976.45,973.2125,GA,Verano,T3,0
9724,2022,09,2022-09-12,202203,12092022,1,362.75,21.6875,14.45,28.9625,975.4,971.8875,GA,Verano,T3,0
9726,2022,09,2022-09-13,202203,13092022,1,362.75,22.0625,15.9875,28.0875,974.075,971.3875,GA,Verano,T3,0
9728,2022,09,2022-09-14,202203,14092022,1,362.75,20.2875,16.025,24.5375,974.225,971.1125,GA,Verano,T3,0
9730,2022,09,2022-09-15,202203,15092022,1,362.75,19.4875,15.2,23.7625,978.375,973.425,GA,Verano,T3,0
9732,2022,09,2022-09-16,202203,16092022,1,362.75,19.0875,13.5125,24.725,978.4875,975.075,GA,Verano,T3,0
9734,2022,09,2022-09-17,202203,17092022,1,362.75,18.5125,13.6125,23.3875,975.35,970.45,GA,Verano,T3,0
9736,2022,09,2022-09-18,202203,18092022,1,362.75,17.1,12.25,21.95,974.6125,971.2875,GA,Verano,T3,0
9738,2022,09,2022-09-19,202203,19092022,1,362.75,16.4375,11.8375,21.0375,978.4375,973.7625,GA,Verano,T3,0
9740,2022,09,2022-09-20,202203,20092022,1,362.75,16.6875,12.7375,20.6625,981.5875,977.9125,GA,Verano,T3,0
9742,2022,09,2022-09-21,202203,21092022,1,362.75,16.9875,11.975,21.975,981.525,978.675,GA,Verano,T3,0
9744,2022,09,2022-09-22,202203,22092022,1,362.75,16.925,11.95,21.875,979.2625,973.45,GA,Verano,T3,0
9746,2022,09,2022-09-23,202203,23092022,1,362.75,17.775,13.3375,22.2125,976.0375,971.45,GA,Verano,T3,0
9748,2022,09,2022-09-24,202203,24092022,1,362.75,16.5375,12.774999999999999,20.3,977.125,971.1875,GA,Verano,T3,0
9750,2022,09,2022-09-25,202203,25092022,1,362.75,14.825,11.375,18.3125,981.475,975.2125,GA,Otoño,T3,0
9752,2022,09,2022-09-26,202203,26092022,1,362.75,15.6,12.65,18.5375,982.0,976.55,GA,Otoño,T3,0
9754,2022,09,2022-09-27,202203,27092022,1,362.75,15.2875,10.7375,19.825,980.3875,976.325,GA,Otoño,T3,0
9756,2022,09,2022-09-28,202203,28092022,1,362.75,13.775,8.15,19.4,981.7375,978.1125,GA,Otoño,T3,0
9758,2022,09,2022-09-29,202203,29092022,1,362.75,15.4625,9.525,21.425,982.375,980.0625,GA,Otoño,T3,0
9760,2022,09,2022-09-30,202203,30092022,1,362.75,15.375,9.775,20.95,981.325,976.7375,GA,Otoño,T3,0
9762,2022,10,2022-10-01,202204,1102022,1,362.75,15.675,11.9125,19.4125,977.1375,967.8,GA,Otoño,T4,0
9764,2022,10,2022-10-02,202204,2102022,1,362.75,14.25,10.85,17.65,971.2125,958.775,GA,Otoño,T4,0
9766,2022,10,2022-10-03,202204,3102022,1,362.75,12.85,9.15,16.5875,973.675,964.0,GA,Otoño,T4,0
9768,2022,10,2022-10-04,202204,4102022,1,362.75,13.575,10.5875,16.5375,976.2375,971.375,GA,Otoño,T4,0
9770,2022,10,2022-10-05,202204,5102022,1,362.75,14.85,11.675,18.0375,981.225,974.4875,GA,Otoño,T4,0
9772,2022,10,2022-10-06,202204,6102022,1,362.75,16.525,12.4375,20.6,983.4625,979.75,GA,Otoño,T4,0
9774,2022,10,2022-10-07,202204,7102022,1,362.75,17.6375,12.25,23.0375,982.5875,980.1375,GA,Otoño,T4,0
9776,2022,10,2022-10-08,202204,8102022,1,362.75,16.625,10.8875,22.375,980.5875,978.525,GA,Otoño,T4,0
9778,2022,10,2022-10-09,202204,9102022,1,362.75,16.0625,10.8625,21.2875,982.125,979.2125000000001,GA,Otoño,T4,0
9780,2022,10,2022-10-10,202204,10102022,1,362.75,15.3625,10.7,20.025,983.7125,981.0875,GA,Otoño,T4,0
9782,2022,10,2022-10-11,202204,11102022,1,362.75,14.3625,8.6625,20.075,984.1875,981.9625,GA,Otoño,T4,0
9784,2022,10,2022-10-12,202204,12102022,1,362.75,13.8125,7.5625,20.0625,983.325,978.75,GA,Otoño,T4,0
9786,2022,10,2022-10-13,202204,13102022,1,362.75,14.024999999999999,8.7125,19.325,980.1375,976.85,GA,Otoño,T4,0
9788,2022,10,2022-10-14,202204,14102022,1,362.75,13.55,8.45,18.6625,978.8125,976.3125,GA,Otoño,T4,0
9790,2022,10,2022-10-15,202204,15102022,1,362.75,12.55,7.125,17.9875,979.7125,977.45,GA,Otoño,T4,0
9792,2022,10,2022-10-16,202204,16102022,1,362.75,12.5125,7.637499999999999,17.4,978.3,973.6875,GA,Otoño,T4,0
9794,2022,10,2022-10-17,202204,17102022,1,362.75,15.3875,10.6125,20.15,976.525,972.95,GA,Otoño,T4,0
9796,2022,10,2022-10-18,202204,18102022,1,362.75,17.3625,12.15,22.575,978.25,974.5124999999999,GA,Otoño,T4,0
9798,2022,10,2022-10-19,202204,19102022,1,362.75,18.125,13.0625,23.2375,975.55,969.6125000000001,GA,Otoño,T4,0
9800,2022,10,2022-10-20,202204,20102022,1,362.75,16.15,13.0125,19.2875,971.8625,964.3,GA,Otoño,T4,0
9802,2022,10,2022-10-21,202204,21102022,1,362.75,13.425,9.975,16.8625,973.9625,966.9625,GA,Otoño,T4,0
9804,2022,10,2022-10-22,202204,22102022,1,362.75,12.775,8.5625,17.0,978.0625,973.0749999999999,GA,Otoño,T4,0
9806,2022,10,2022-10-23,202204,23102022,1,362.75,12.25,7.725,16.825,981.2625,976.275,GA,Otoño,T4,0
9808,2022,10,2022-10-24,202204,24102022,1,362.75,12.775,9.0,16.525,981.075,973.8375,GA,Otoño,T4,0
9810,2022,10,2022-10-25,202204,25102022,1,362.75,11.825,7.625,16.0375,977.675,973.325,GA,Otoño,T4,0
9812,2022,10,2022-10-26,202204,26102022,1,362.75,11.25,6.2125,16.3,980.1625,976.5125,GA,Otoño,T4,0
9814,2022,10,2022-10-27,202204,27102022,1,362.75,13.05,8.3,17.8125,978.65,973.5375,GA,Otoño,T4,0
9816,2022,10,2022-10-28,202204,28102022,1,362.75,12.975,8.825,17.125,979.025,970.275,GA,Otoño,T4,0
9818,2022,10,2022-10-29,202204,29102022,1,362.75,12.85,9.4375,16.275,975.325,967.7875,GA,Otoño,T4,0
9820,2022,10,2022-10-30,202204,30102022,1,362.75,14.2125,9.675,18.7625,974.225,967.6,GA,Otoño,T4,0
9822,2022,10,2022-10-31,202204,31102022,1,362.75,15.350000000000001,12.35,18.375,976.1375,970.9,GA,Otoño,T4,0
9824,2022,11,2022-11-01,202204,1112022,1,362.75,14.712499999999999,12.35,17.075,977.325,974.4625,GA,Otoño,T4,0
9826,2022,11,2022-11-02,202204,2112022,1,362.75,12.0,7.75,16.2375,979.2125,971.775,GA,Otoño,T4,0
9828,2022,11,2022-11-03,202204,3112022,1,362.75,9.325,6.1,12.55,981.95,977.1,GA,Otoño,T4,0
9830,2022,11,2022-11-04,202204,4112022,1,362.75,8.425,4.4625,12.4125,985.025,975.1375,GA,Otoño,T4,0
9832,2022,11,2022-11-05,202204,5112022,1,362.75,10.2,6.9,13.5125,982.6125,976.875,GA,Otoño,T4,0
9834,2022,11,2022-11-06,202204,6112022,1,362.75,11.45,7.3375,15.55,980.15,976.0875,GA,Otoño,T4,0
9836,2022,11,2022-11-07,202204,7112022,1,362.75,11.2875,6.6125,15.95,980.95,975.225,GA,Otoño,T4,0
9838,2022,11,2022-11-08,202204,8112022,1,362.75,13.7375,9.825,17.65,979.1,975.6875,GA,Otoño,T4,0
9840,2022,11,2022-11-09,202204,9112022,1,362.75,12.6375,8.5875,16.7,981.9,975.425,GA,Otoño,T4,0
9842,2022,11,2022-11-10,202204,10112022,1,362.75,11.7125,6.9375,16.5,977.157142857143,974.2428571428571,GA,Otoño,T4,0
9844,2022,11,2022-11-11,202204,11112022,1,362.75,10.425,6.1625,14.65,980.4875,976.925,GA,Otoño,T4,0
9846,2022,11,2022-11-12,202204,12112022,1,362.75,12.4375,7.3,17.5875,979.125,976.3875,GA,Otoño,T4,0
9848,2022,11,2022-11-13,202204,13112022,1,362.75,12.35,7.075,17.6375,978.3,976.175,GA,Otoño,T4,0
9850,2022,11,2022-11-14,202204,14112022,1,362.75,12.0,7.0875,16.95,977.625,975.0625,GA,Otoño,T4,0
9852,2022,11,2022-11-15,202204,15112022,1,362.75,12.1875,8.3375,16.0625,981.25,975.275,GA,Otoño,T4,0
9854,2022,11,2022-11-16,202204,16112022,1,362.75,10.6875,6.1875,15.2,982.75,979.625,GA,Otoño,T4,0
9856,2022,11,2022-11-17,202204,17112022,1,362.75,11.7,5.9125,17.5125,983.5625,979.9,GA,Otoño,T4,0
9858,2022,11,2022-11-18,202204,18112022,1,362.75,12.85,7.875,17.825,986.2625,980.3375,GA,Otoño,T4,0
9860,2022,11,2022-11-19,202204,19112022,1,362.75,11.6375,6.8,16.4625,987.8625,983.4875000000001,GA,Otoño,T4,0
9862,2022,11,2022-11-20,202204,20112022,1,362.75,11.225,6.325,16.15,985.825,981.225,GA,Otoño,T4,0
9864,2022,11,2022-11-21,202204,21112022,1,362.75,10.65,5.4,15.9,981.4625,978.0375,GA,Otoño,T4,0
9866,2022,11,2022-11-22,202204,22112022,1,362.75,9.05,4.8125,13.275,980.175,977.5,GA,Otoño,T4,0
9868,2022,11,2022-11-23,202204,23112022,1,362.75,9.2375,5.025,13.4375,980.7,976.575,GA,Otoño,T4,0
9870,2022,11,2022-11-24,202204,24112022,1,362.75,9.1375,5.7,12.6125,978.7875,972.2,GA,Otoño,T4,0
9872,2022,11,2022-11-25,202204,25112022,1,362.75,8.85,6.7625,10.9375,973.0,967.7,GA,Otoño,T4,0
9874,2022,11,2022-11-26,202204,26112022,1,362.75,8.8625,6.175,11.5375,972.75,967.5875,GA,Otoño,T4,0
9876,2022,11,2022-11-27,202204,27112022,1,362.75,8.65,5.0625,12.2625,973.5375,966.7875,GA,Otoño,T4,0
9878,2022,11,2022-11-28,202204,28112022,1,362.75,8.15,3.725,12.55,972.425,968.775,GA,Otoño,T4,0
9880,2022,11,2022-11-29,202204,29112022,1,362.75,9.7875,7.2,12.4,979.65,972.0,GA,Otoño,T4,0
9882,2022,11,2022-11-30,202204,30112022,1,362.75,10.5875,6.075,15.125,983.9125,979.5125,GA,Otoño,T4,0
9884,2022,12,2022-12-01,202204,1122022,1,362.75,9.375,5.9,12.85,983.4,977.9625,GA,Otoño,T4,0
9886,2022,12,2022-12-02,202204,2122022,1,362.75,7.8875,5.05,10.7125,981.85,976.3875,GA,Otoño,T4,0
9888,2022,12,2022-12-03,202204,3122022,1,362.75,7.6125,4.5375,10.7,980.9125,969.1875,GA,Otoño,T4,0
9890,2022,12,2022-12-04,202204,4122022,1,362.75,7.275,4.7,9.8375,971.85,966.1,GA,Otoño,T4,0
9892,2022,12,2022-12-05,202204,5122022,1,362.75,6.8999999999999995,4.9,8.9125,977.15,971.0375,GA,Otoño,T4,0
9894,2022,12,2022-12-06,202204,6122022,1,362.75,8.525,5.8875,11.1625,977.5125,972.5375,GA,Otoño,T4,0
9896,2022,12,2022-12-07,202204,7122022,1,362.75,9.025,5.7375,12.275,973.4375,965.9,GA,Otoño,T4,0
9898,2022,12,2022-12-08,202204,8122022,1,362.75,6.65,4.35,8.925,978.725,968.7125,GA,Otoño,T4,0
9900,2022,12,2022-12-09,202204,9122022,1,362.75,8.6375,5.3625,11.925,979.775,974.575,GA,Otoño,T4,0
9902,2022,12,2022-12-10,202204,10122022,1,362.75,11.7875,10.1875,13.4,977.5,972.175,GA,Otoño,T4,0
9904,2022,12,2022-12-11,202204,11122022,1,362.75,11.25,8.6125,13.9375,978.3625,974.025,GA,Otoño,T4,0
9906,2022,12,2022-12-12,202204,12122022,1,362.75,10.3625,7.075,13.65,980.0,975.8000000000001,GA,Otoño,T4,0
9908,2022,12,2022-12-13,202204,13122022,1,362.75,12.275,8.4,16.1375,977.6875,972.1,GA,Otoño,T4,0
9910,2022,12,2022-12-14,202204,14122022,1,362.75,9.175,5.55,12.8,976.0125,973.05,GA,Otoño,T4,0
9912,2022,12,2022-12-15,202204,15122022,1,362.75,8.1875,4.3875,11.975000000000001,977.0375,971.65,GA,Otoño,T4,0
9914,2022,12,2022-12-16,202204,16122022,1,362.75,8.875,4.5,13.25,980.175,970.875,GA,Otoño,T4,0
9916,2022,12,2022-12-17,202204,17122022,1,362.75,8.2,3.6625,12.7875,982.0625,979.2625,GA,Otoño,T4,0
9918,2022,12,2022-12-18,202204,18122022,1,362.75,8.925,5.425000000000001,12.4125,981.5,975.075,GA,Otoño,T4,0
9920,2022,12,2022-12-19,202204,19122022,1,362.75,9.05,5.2124999999999995,12.8875,980.3375,972.9,GA,Otoño,T4,0
9922,2022,12,2022-12-20,202204,20122022,1,362.75,10.6375,7.5,13.775,978.125,974.925,GA,Otoño,T4,0
9924,2022,12,2022-12-21,202204,21122022,1,362.75,13.6125,10.7875,16.475,978.3,975.0875,GA,Otoño,T4,0
9926,2022,12,2022-12-22,202204,22122022,1,362.75,13.775,11.2125,16.35,977.725,973.3,GA,Otoño,T4,0
9928,2022,12,2022-12-23,202204,23122022,0,362.75,10.85,7.7,14.012500000000001,978.175,971.875,GA,Invierno,T4,0
9930,2022,12,2022-12-24,202204,24122022,0,362.75,8.425,5.85,11.05,977.1625,972.225,GA,Invierno,T4,0
9932,2022,12,2022-12-25,202204,25122022,0,362.75,8.8,5.75,11.875,978.475,972.8375,GA,Invierno,T4,0
9934,2022,12,2022-12-26,202204,26122022,0,362.75,8.4625,4.825,12.075,978.5625,971.6375,GA,Invierno,T4,0
9936,2022,12,2022-12-27,202204,27122022,0,362.75,9.55,6.375,12.7,976.8875,960.25,GA,Invierno,T4,0
9938,2022,12,2022-12-28,202204,28122022,0,362.75,10.675,8.5875,12.8,971.4875,965.3,GA,Invierno,T4,0
9940,2022,12,2022-12-29,202204,29122022,0,362.75,9.5375,7.025,12.0375,977.4375,970.55,GA,Invierno,T4,0
9942,2022,12,2022-12-30,202204,30122022,0,362.75,9.3375,5.7125,13.0,978.6375,975.0125,GA,Invierno,T4,0
9944,2022,12,2022-12-31,202204,31122022,0,362.75,10.325,5.8375,14.825,977.65,973.9625,GA,Invierno,T4,0
9946,2023,01,2023-01-01,202301,1012023,0,362.75,8.741666666666665,5.266666666666667,12.225000000000001,982.0,978.6750000000001,GA,Invierno,T1,0
9947,2023,01,2023-01-02,202301,2012023,0,362.75,5.3,1.375,9.2,982.6625,979.3375,GA,Invierno,T1,0
9948,2023,01,2023-01-03,202301,3012023,0,362.75,6.5375,3.6500000000000004,9.4,985.3,979.4875000000001,GA,Invierno,T1,0
9949,2023,01,2023-01-04,202301,4012023,0,362.75,4.7125,1.375,8.049999999999999,983.15,980.2624999999999,GA,Invierno,T1,0
9950,2023,01,2023-01-05,202301,5012023,0,362.75,4.4,0.025000000000000133,8.7875,981.25,977.2375,GA,Invierno,T1,0
9951,2023,01,2023-01-06,202301,6012023,0,362.75,4.125,-0.45000000000000007,8.6625,981.075,977.65,GA,Invierno,T1,0
9952,2023,01,2023-01-07,202301,7012023,0,362.75,4.325,-0.7750000000000001,9.425,981.7625,979.475,GA,Invierno,T1,0
9953,2023,01,2023-01-08,202301,8012023,0,362.75,6.225,1.8875,10.5375,980.7125,976.3,GA,Invierno,T1,0
9954,2023,01,2023-01-09,202301,9012023,0,362.75,6.2625,2.4125,10.1125,978.725,973.4875,GA,Invierno,T1,0
9955,2023,01,2023-01-10,202301,10012023,1,362.75,6.175,2.5625,9.8125,985.9125,978.5,GA,Invierno,T1,0
9956,2023,01,2023-01-11,202301,11012023,1,362.75,5.5125,0.5375000000000001,10.5125,988.0875,983.8875,GA,Invierno,T1,0
9957,2023,01,2023-01-12,202301,12012023,1,362.75,5.3125,-0.3125,10.9625,989.1500000000001,985.1125000000001,GA,Invierno,T1,0
9958,2023,01,2023-01-13,202301,13012023,1,362.75,6.0,2.2375,9.7375,987.0625,980.6625,GA,Invierno,T1,0
9959,2023,01,2023-01-14,202301,14012023,1,362.75,8.575,5.4125,11.7375,981.425,977.7875,GA,Invierno,T1,0
9960,2023,01,2023-01-15,202301,15012023,1,362.75,8.625,5.3875,11.8125,983.075,976.8125,GA,Invierno,T1,0
9961,2023,01,2023-01-16,202301,16012023,1,362.75,8.4625,3.8874999999999997,13.0625,983.9375,979.2,GA,Invierno,T1,0
9962,2023,01,2023-01-17,202301,17012023,1,362.75,8.0375,4.1875,11.9,988.775,983.0375,GA,Invierno,T1,0
9963,2023,01,2023-01-18,202301,18012023,1,362.75,9.5375,5.4625,13.6,985.7125,978.6,GA,Invierno,T1,0
9253,2023,01,2023-01-19,202301,19012023,1,362.75,7.825,4.525,11.15,986.375,973.0124999999999,GA,Invierno,T1,0
9255,2023,01,2023-01-20,202301,20012023,1,362.75,8.0375,5.9,10.1875,978.0875,970.4375,GA,Invierno,T1,0
9257,2023,01,2023-01-21,202301,21012023,1,362.75,8.975,6.2875,11.65,976.05,968.15,GA,Invierno,T1,0
9259,2023,01,2023-01-22,202301,22012023,1,362.75,8.8375,6.1625,11.4625,976.0,966.275,GA,Invierno,T1,0
9261,2023,01,2023-01-23,202301,23012023,1,362.75,8.95,5.2875,12.6125,973.45,966.925,GA,Invierno,T1,0
9263,2023,01,2023-01-24,202301,24012023,1,362.75,8.7,5.324999999999999,12.0625,974.6,970.7,GA,Invierno,T1,0
9265,2023,01,2023-01-25,202301,25012023,1,362.75,9.05,5.637499999999999,12.4625,976.3625,969.1125,GA,Invierno,T1,0
9267,2023,01,2023-01-26,202301,26012023,1,362.75,10.65,7.575,13.725,980.9625,975.7125,GA,Invierno,T1,0
9269,2023,01,2023-01-27,202301,27012023,1,362.75,12.0875,10.3,13.9,980.5625,976.9375,GA,Invierno,T1,0
9271,2023,01,2023-01-28,202301,28012023,1,362.75,12.0625,9.9375,14.2,980.45,976.6125,GA,Invierno,T1,0
9273,2023,01,2023-01-29,202301,29012023,1,362.75,12.525,10.7875,14.275,978.5125,972.7125,GA,Invierno,T1,0
9275,2023,01,2023-01-30,202301,30012023,1,362.75,11.1,9.4625,12.75,976.2625,971.75,GA,Invierno,T1,0
9277,2023,01,2023-01-31,202301,31012023,1,362.75,13.0875,10.5,15.65,976.3375,971.525,GA,Invierno,T1,0
9279,2023,02,2023-02-01,202301,1022023,1,362.75,13.675,11.8625,15.5,978.525,973.8125,GA,Invierno,T1,0
9281,2023,02,2023-02-02,202301,2022023,1,362.75,14.2625,11.9625,16.525,979.175,972.425,GA,Invierno,T1,0
9283,2023,02,2023-02-03,202301,3022023,1,362.75,13.15,8.575,17.75,977.8,973.8875,GA,Invierno,T1,0
9285,2023,02,2023-02-04,202301,4022023,1,362.75,10.4875,6.775,14.225000000000001,979.25,976.275,GA,Invierno,T1,0
9287,2023,02,2023-02-05,202301,5022023,1,362.75,8.975,5.2,12.700000000000001,978.025,971.1375,GA,Invierno,T1,0
9289,2023,02,2023-02-06,202301,6022023,1,362.75,8.475,3.6499999999999995,13.2875,974.2875,969.725,GA,Invierno,T1,0
9291,2023,02,2023-02-07,202301,7022023,1,362.75,8.275,4.275,12.3125,974.225,967.1875,GA,Invierno,T1,0
9293,2023,02,2023-02-08,202301,8022023,1,362.75,9.5,6.9875,12.0,972.3,967.5,GA,Invierno,T1,0
9295,2023,02,2023-02-09,202301,9022023,1,362.75,9.4125,6.6375,12.1875,972.9125,966.925,GA,Invierno,T1,0
9297,2023,02,2023-02-10,202301,10022023,1,362.75,11.15,7.325,14.9125,980.325,971.8875,GA,Invierno,T1,0
9299,2023,02,2023-02-11,202301,11022023,1,362.75,11.675,8.95,14.425,980.1375,977.0625,GA,Invierno,T1,0
9301,2023,02,2023-02-12,202301,12022023,1,362.75,11.45,7.825,15.0375,982.75,974.6875,GA,Invierno,T1,0
9303,2023,02,2023-02-13,202301,13022023,1,362.75,11.825,9.225,14.4375,982.8875,978.6125,GA,Invierno,T1,0
9305,2023,02,2023-02-14,202301,14022023,1,362.75,12.8375,9.1,16.55,982.8125,980.1625,GA,Invierno,T1,0
9307,2023,02,2023-02-15,202301,15022023,1,362.75,13.5125,9.7375,17.3125,981.7375,978.175,GA,Invierno,T1,0
9309,2023,02,2023-02-16,202301,16022023,1,362.75,12.35,9.45,15.25,980.475,976.1375,GA,Invierno,T1,0
9311,2023,02,2023-02-17,202301,17022023,1,362.75,9.4625,4.7375,14.1875,986.0999999999999,973.7875,GA,Invierno,T1,0
9313,2023,02,2023-02-18,202301,18022023,1,362.75,8.700000000000001,4.85,12.55,982.9875,978.8625,GA,Invierno,T1,0
9315,2023,02,2023-02-19,202301,19022023,1,362.75,9.65,4.9875,14.2875,981.6,972.325,GA,Invierno,T1,0
9317,2023,02,2023-02-20,202301,20022023,1,362.75,10.1125,5.425,14.7625,975.125,968.7625,GA,Invierno,T1,0
9319,2023,02,2023-02-21,202301,21022023,1,362.75,9.2125,4.275,14.162500000000001,979.9625,973.025,GA,Invierno,T1,0
9321,2023,02,2023-02-22,202301,22022023,1,362.75,9.4625,2.775,16.175,985.625,979.6125,GA,Invierno,T1,0
9323,2023,02,2023-02-23,202301,23022023,1,362.75,11.5875,5.975,17.2125,988.075,983.7625,GA,Invierno,T1,0
9325,2023,02,2023-02-24,202301,24022023,1,362.75,12.0125,6.4125,17.6375,986.2375,980.95,GA,Invierno,T1,0
9327,2023,02,2023-02-25,202301,25022023,1,362.75,9.6625,7.4625,11.8625,985.2875,980.775,GA,Invierno,T1,0
9329,2023,02,2023-02-26,202301,26022023,1,362.75,10.675,7.4,13.925,985.3125,982.075,GA,Invierno,T1,0
9331,2023,02,2023-02-27,202301,27022023,1,362.75,11.95,7.45,16.4375,984.225,979.175,GA,Invierno,T1,0
9333,2023,02,2023-02-28,202301,28022023,1,362.75,11.0,5.2875,16.725,981.0125,969.6625,GA,Invierno,T1,0
9335,2023,03,2023-03-01,202301,1032023,1,362.75,10.425,6.699999999999999,14.1125,972.3125,963.1875,GA,Invierno,T1,0
9337,2023,03,2023-03-02,202301,2032023,1,362.75,9.5375,6.375,12.675,979.9125,965.05,GA,Invierno,T1,0
9339,2023,03,2023-03-03,202301,3032023,1,362.75,11.4125,6.3,16.537499999999998,980.9875,974.7,GA,Invierno,T1,0
9341,2023,03,2023-03-04,202301,4032023,1,362.75,13.200000000000001,9.8,16.5875,979.125,971.075,GA,Invierno,T1,0
9343,2023,03,2023-03-05,202301,5032023,1,362.75,11.425,7.475,15.3625,976.6125,969.8,GA,Invierno,T1,0
9345,2023,03,2023-03-06,202301,6032023,1,362.75,9.4,5.4125,13.4375,982.9125,976.175,GA,Invierno,T1,0
9347,2023,03,2023-03-07,202301,7032023,1,362.75,9.35,5.1,13.625,982.3625,978.9,GA,Invierno,T1,0
9349,2023,03,2023-03-08,202301,8032023,1,362.75,9.225,5.15,13.325,983.425,978.3625,GA,Invierno,T1,0
9351,2023,03,2023-03-09,202301,9032023,1,362.75,8.7375,3.575,13.8875,984.4875,981.4875,GA,Invierno,T1,0
9353,2023,03,2023-03-10,202301,10032023,1,362.75,9.975,4.05,15.9,983.4,980.6,GA,Invierno,T1,0
9355,2023,03,2023-03-11,202301,11032023,1,362.75,12.2875,7.7375,16.825,983.175,979.2125,GA,Invierno,T1,0
9357,2023,03,2023-03-12,202301,12032023,1,362.75,10.2125,6.5,13.9625,982.5625,979.95,GA,Invierno,T1,0
9359,2023,03,2023-03-13,202301,13032023,1,362.75,9.975,6.4750000000000005,13.4625,983.45,979.5125,GA,Invierno,T1,0
9361,2023,03,2023-03-14,202301,14032023,1,362.75,10.45,5.0625,15.8375,984.4875,979.85,GA,Invierno,T1,0
9363,2023,03,2023-03-15,202301,15032023,1,362.75,9.3,3.1375,15.475,981.225,977.35,GA,Invierno,T1,0
9365,2023,03,2023-03-16,202301,16032023,1,362.75,9.7875,4.525,15.0625,984.5375,979.75,GA,Invierno,T1,0
9367,2023,03,2023-03-17,202301,17032023,1,362.75,12.2625,6.2375,18.2875,985.375,982.0,GA,Invierno,T1,0
9369,2023,03,2023-03-18,202301,18032023,1,362.75,12.0375,6.375,17.7,984.3125,979.3625,GA,Invierno,T1,0
9371,2023,03,2023-03-19,202301,19032023,1,362.75,11.1875,6.9625,15.375,979.875,974.1125,GA,Invierno,T1,0
9373,2023,03,2023-03-20,202301,20032023,1,362.75,10.6375,7.012499999999999,14.275,978.0875,973.6,GA,Invierno,T1,0
9375,2023,03,2023-03-21,202301,21032023,1,362.75,10.225,5.2625,15.237499999999999,977.2375,973.8875,GA,Primavera,T1,0
9377,2023,03,2023-03-22,202301,22032023,1,362.75,11.25,5.725,16.825,977.3875,973.5125,GA,Primavera,T1,0
9379,2023,03,2023-03-23,202301,23032023,1,362.75,11.4375,5.6625,17.2,978.9625,975.525,GA,Primavera,T1,0
9381,2023,03,2023-03-24,202301,24032023,1,362.75,11.6,5.725,17.4625,979.6125,977.0125,GA,Primavera,T1,0
9383,2023,03,2023-03-25,202301,25032023,1,362.75,11.15,5.05,17.25,979.225,975.95,GA,Primavera,T1,0
9385,2023,03,2023-03-26,202301,26032023,1,362.75,9.6375,4.325,14.9,979.6,974.3875,GA,Primavera,T1,0
9387,2023,03,2023-03-27,202301,27032023,1,362.75,9.5125,2.6625,16.4,979.1375,974.9625,GA,Primavera,T1,0
